Product Title,Product URL,Date Scraped,Compressor brand,Cooling Area,core components,type,application,Product name,dimension(l*w*h),Model,Application,Fan Quantity,structure,power(w),Cold room doors,Inlet,Defrosting,Fan Pressure,Single gross weight:,Port,brand name,Supply Ability,Feature,area(㎡),Packaging Details,Fan Blade,Key words,Dimension(L*W*H),Warranty,key selling points,Noise,Motor Fan,Temperature,Panel thickness,Fan quantity,Temp controller,Fin Spacing,Type,refrigerant,voltage,Voltage,Single package size:,voltage(V),Air Flow,temperature,model number,panel thickness,Color,Original,mounting type,Brand,Power(W),weight (kg),Standard air cooler,Copper tube diameter,Fan Motor,Selling Units:,warranty,feature,Tube volume,video outgoing-inspection,Casing,Tem. range,Ref Refrigeration Capacity,Fan dia,Weight,Function,airflow,place of origin,MOQ,Usage,Cooling Type,Material,Refrigerant,Surface,machinery test report,Weight (KG),Panel material,Outlet,operating voltage,cooling capacity,Air Throw,model,Air Volume,compressor brand
N/A,https://www.alibaba.com/product-detail/Outstanding-Quality-Cold-Room-Freezer-Cold_1601266274253.html?s=p,2025-02-19 15:44:23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
R22 R404A Cold Room Refrigeration Evaporative 2 Fan Air Cooler Evaporator for Storage Room,https://www.alibaba.com/product-detail/R22-R404A-Cold-Room-Refrigeration-Evaporative_62566810012.html,2025-02-19 15:44:37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cold Room Manufacturers Display Cold Room Glass Door Walk in Cooler Freezer,https://www.alibaba.com/product-detail/Cold-Room-Manufacturers-Display-Cold-Room_1601158139569.html?s=p,2025-02-19 15:45:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Industrial Cold Storage Machine Air Cooler Refrigeration Equipment Evaporator Units,https://www.alibaba.com/product-detail/Industrial-Cold-Storage-Machine-Air-Cooler_1600300348562.html,2025-02-19 15:45:17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Logistics Cold Storage Freezer Cold Room Project Walk in Chiller and Cooler for Warehouse,https://www.alibaba.com/product-detail/Logistics-Cold-Storage-Freezer-Cold-Room_1601289478506.html?s=p,2025-02-19 15:45:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2025 Hot Sale Two Axial Fan Cold Storage Room Evaporator With Low Noisy,https://www.alibaba.com/product-detail/2025-Hot-Sale-Two-Axial-Fan_60776266893.html,2025-02-19 15:45:59,N/A,N/A,N/A,Evaporator,Refrigeration Parts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.000 kg,N/A,Techco for cold room evaporator,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20X40X40 cm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Single item,2 years,N/A,N/A,Provided,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Jiangsu, China",N/A,N/A,N/A,N/A,N/A,N/A,Provided,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Customized Industrial Cold Room Walk-In Freezer New Condition Refrigerator for Fish and Meat Small Cold Storage,https://www.alibaba.com/product-detail/Customized-Industrial-Cold-Room-Walk-In_1601297072396.html?s=p,2025-02-19 15:46:15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Good Price Cooling Room Heater Defrost Refrigeration Air Cooler Evaporator for Cold Storage Room,https://www.alibaba.com/product-detail/Good-Price-Cooling-Room-Heater-Defrost_1600237778028.html,2025-02-19 15:46:30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Walk in Cold Room for Meat Fish Cooling Room Cold Storage Coldroom Frozen Food Cold Room,https://www.alibaba.com/product-detail/Walk-In-Cold-Room-For-Meat_1601104018212.html?s=p,2025-02-19 15:47:10,Original world famous compressors,N/A,"Pressure vessel, motor, Pump, Engine",N/A,N/A,N/A,Up to you,N/A,N/A,N/A,N/A,N/A,"Returen door, Hinged door, Sliding door, etc",N/A,N/A,N/A,kg,N/A,CRYO SYSTEMS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Energy saving,N/A,N/A,N/A,"75, 100, 120, 150mm",N/A,Dixell,N/A,N/A,N/A,380V/3P/50Hz or 220V/1P/50Hz,N/A,XX cm,N/A,N/A,"-5~+5, -5~-18, <=-18 °C",N/A,"100MM, 200mm, 120mm, 75mm, 50MM",N/A,N/A,N/A,Cryo Systems,N/A,N/A,From one fan to four fans,N/A,N/A,Single item,1 Year,Good Cooling Capacity,N/A,Provided,N/A,"-5~+5, -5~-18, <=-18 °C",N/A,N/A,N/A,N/A,N/A,"Shanghai, China",N/A,"Meat, Food, Sea Food, Fish, etc",N/A,N/A,R404A,N/A,Provided,N/A,Pu (polyurethane),N/A,N/A,2.5ton,N/A,N/A,N/A,Original world famous compressors
New Airflow Air Cooler Cold Storage Industrial Evaporative Air Cooler,https://www.alibaba.com/product-detail/New-Airflow-Air-Cooler-Cold-Storage_1601292429334.html,2025-02-19 15:47:32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Restaurant Cold Room Customized Size for Vegetable and Fruit or Frozen Meat,https://www.alibaba.com/product-detail/Restaurant-Cold-Room-Customized-Size-For_1601053804823.html?s=p,2025-02-19 15:47:48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cold Room Evaporator Cold Storage Air Cooler Blast Freezer,https://www.alibaba.com/product-detail/Cold-Room-Evaporator-Cold-Storage-Air_1600955511543.html,2025-02-19 15:48:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Factory Direct Oem Accept Metal Low Noise Evaporator Air Cooler for Cold Storage,https://www.alibaba.com/product-detail/Factory-Direct-Oem-Accept-Metal-Low_1600962976137.html,2025-02-19 15:48:49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,https://www.alibaba.com/product-detail/Air-Conditioning-Plate-Type-Coil-Copper_1600430644074.html,2025-02-19 15:52:51,N/A,N/A,N/A,Evaporator,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,https://www.alibaba.com/product-detail/Donpos-New-Energy-Saving-Aluminum-Alloy_1601154455200.html,2025-02-19 15:53:57,N/A,N/A,N/A,EVAPORATIVE AIR COOLER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Energy-Saving Cold Storage Evaporator for Food Export,https://www.alibaba.com/product-detail/Energy-Saving-Cold-Storage-Evaporator-for_1601378815899.html,2025-02-19 15:54:39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,https://www.alibaba.com/product-detail/Factory-Price-8HP10HP-Air-cooled-Condenser_1601197244056.html,2025-02-19 15:55:24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Factory Direct Sale Deep Cold Storage 110V Ac Electric 12V Cooling Refrigerator Freezer Dc Evaporator Fan Motor Supplier,https://www.alibaba.com/product-detail/Factory-Direct-Sale-Deep-Cold-Storage_1600921250193.html,2025-02-19 15:56:20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,https://www.alibaba.com/product-detail/DD12-2-Fans-Cold-Storage-air_60576470365.html,2025-02-19 15:57:03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
